business_id,name,address,city,state,postal_code,latitude,longitude,phone_number
2268,TIN FISH AT EAGLE CAFE,PIER 39  #201,San Francisco,CA,94133.0,37.80824,-122.410189,14158929129.0
2274,LA MEDITERRANEE,288 NOE ST ,San Francisco,CA,94114.0,37.764489,-122.433195,14154317210.0
2279,GOLDEN DONUT,5401 GEARY BLVD ,San Francisco,CA,94121.0,37.780353,-122.477399,14157520405.0
2280,SAKANA BUNE RESTAURANT,5701 GEARY BLVD ,San Francisco,CA,94121.0,37.780204,-122.480599,14153878561.0
2282,PACIFIC CAFE,7000 GEARY BLVD ,San Francisco,CA,94121.0,37.779668,-122.494562,14153877091.0
2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA ST ,San Francisco,CA,94122.0,37.753638,-122.490712,14156618808.0
2293,GOLD MIRROR ITALIAN RESTAURANT,800 TARAVAL,San Francisco,CA,94116.0,37.743118,-122.474802,14155640401.0
2299,STARBUCKS COFFEE,1401 VAN NESS AVE ,San Francisco,CA,94109.0,37.788476,-122.422099,14159214004.0
2305,TIA MARGARITA INC,300 19TH AVE ,San Francisco,CA,94121.0,37.782124,-122.478425,
2309,BURGER KING,4780 MISSION ST ,San Francisco,CA,94112.0,37.72169,-122.437135,14154695518.0
2315,TAQUERIA CAN-CUN,2288 MISSION ST ,San Francisco,CA,94110.0,37.760487,-122.419285,14152529560.0
2317,BURGER JOINT,807 VALENCIA ST ,San Francisco,CA,94110.0,37.759933,-122.421356,14158243494.0
2318,GARCON,1101 VALENCIA ST,San Francisco,CA,94110.0,37.755291,-122.420898,14155738803.0
2323,BLUE FRONT DELI,1430 HAIGHT ST ,San Francisco,CA,94117.0,37.770147,-122.446044,
2325,THE CITRUS CLUB,1790 HAIGHT ST ,San Francisco,CA,94117.0,37.769428,-122.451604,14157519656.0
2326,IRMA'S PAMPANGA RESTAURANT,2901 16TH ST ,San Francisco,CA,94103.0,37.765123,-122.417919,14156266688.0
2331,JADE CAFE,1688 BRYANT ST ,San Francisco,CA,94103.0,37.765755,-122.410601,14158611688.0
2334,LA PAZ RESTAURANT,1028 POTRERO AVE ,San Francisco,CA,94110.0,37.755693,-122.40665,14155508313.0
2335,VELVET CANTINA,3349 23RD ST ,San Francisco,CA,94110.0,37.753743,-122.419479,14152907528.0
2336,RISTORANTE TI PIACERA,1507 POLK ST ,San Francisco,CA,94109.0,37.790645,-122.420765,14157719946.0
2337,EL TACO LOCO INC.,3274 24TH ST ,San Francisco,CA,94110.0,37.752308,-122.417881,14152827018.0
2343,GRAND MISSION DONUT & BAKERY,2195 MISSION ST ,San Francisco,CA,94110.0,37.761929,-122.419308,14156218987.0
2346,LAWRENCE BAKERY CAFE,2290 MISSION ST ,San Francisco,CA,94110.0,37.760477,-122.419275,14158643119.0
2347,LAS TINAJAS,2338 MISSION ST ,San Francisco,CA,94110.0,37.759567,-122.419185,14156959933.0
2352,SMILE'S  B.B.Q.,2619 MISSION ST,San Francisco,CA,94110.0,37.755013,-122.418665,14152851596.0
2356,TAQUERIA EL FAROLITO,2779 MISSION ST,San Francisco,CA,94110.0,37.752634,-122.418486,14158243848.0
2357,CHINA EXPRESS,2798 MISSION ST,San Francisco,CA,94110.0,37.752408,-122.418535,14156420881.0
2358,TAQUERIA SAN JOSE #1,2830 MISSION ST,San Francisco,CA,94110.0,37.751687,-122.418455,14152820203.0
2359,LA TRAVIATA,2854 MISSION ST,San Francisco,CA,94110.0,37.751296,-122.418414,14152820500.0
2360,LA TAQUERIA,2889 MISSION ST,San Francisco,CA,94110.0,37.750855,-122.418286,14152857117.0
2363,JENNY & JESSE RESTAURANT,3322 MISSION ST ,San Francisco,CA,94110.0,37.743547,-122.421288,14155852320.0
2369,CLOONEY'S,1401 VALENCIA ST ,San Francisco,CA,94110.0,37.750374,-122.420456,14158264988.0
2374,BEAN BAG COFFEE HOUSE,601 DIVISADERO ST ,San Francisco,CA,94117.0,37.775184,-122.437864,14155633634.0
2375,FLY,762 DIVISADERO ST ,San Francisco,CA,94117.0,37.776707,-122.438097,14159314359.0
2384,TWO JACKS SEAFOOD,401 HAIGHT ST ,San Francisco,CA,94117.0,37.772274,-122.428997,14154316290.0
2385,CAFE INTERNATIONAL,508 HAIGHT ST ,San Francisco,CA,94117.0,37.772097,-122.430814,14155527390.0
2387,MEMPHIS MINNIE'S BBQ JOINT,576 HAIGHT ST ,San Francisco,CA,94117.0,37.771978,-122.431654,14156477427.0
2397,PLOY #2 THAI CUISINE,1770 HAIGHT ST ,San Francisco,CA,94117.0,37.769458,-122.451354,14153879224.0
2401,FLIPPERS GOURMET BURGERS,482 A HAYES ST ,San Francisco,CA,94102.0,37.779847,-122.418985,14155528880.0
2406,THEP-PHANON RESTAURANT,400 WALLER ST ,San Francisco,CA,94117.0,37.77124,-122.430299,14154312526.0
2407,BUTTER,354 11TH ST ,San Francisco,CA,94103.0,37.771168,-122.413179,14153879311.0
2409,MISSION HUNAN RESTAURANT,2960 16TH ST ,San Francisco,CA,94103.0,37.765142,-122.419026,14156218288.0
2410,TIN TAN CAFE,3065 16TH ST ,San Francisco,CA,94103.0,37.764933,-122.421009,14155589746.0
2418,MANIVANH THAI RESTAURANT,2732 24TH ST ,San Francisco,CA,94110.0,37.752968,-122.407062,14152234345.0
2420,TAQUERIA SAN FRANCISCO,2794 24TH ST ,San Francisco,CA,94110.0,37.752908,-122.408013,14155879427.0
2421,ST FRANCIS FOUNTAIN,2801 24TH ST ,San Francisco,CA,94110.0,37.752833,-122.408349,14158264200.0
2426,BOOGALOOS,3296 22ND ST ,San Francisco,CA,94110.0,37.755357,-122.420652,14158243211.0
2427,TAQUERIA EL FAROLITO #3,2950 24TH ST ,San Francisco,CA,94110.0,37.752728,-122.411122,14156410758.0
2428,LA GALLINITA,2989 24TH ST ,San Francisco,CA,94110.0,37.752634,-122.411658,14157582137.0
2433,PUERTO ALEGRE NO. 2,2950 25TH ST ,San Francisco,CA,94110.0,37.751208,-122.409162,14152851783.0
2437,MANORA'S THAI CUISINE,1600 FOLSOM ST ,San Francisco,CA,94103.0,37.770748,-122.415137,14158616224.0
2447,NEW CASTILLITO INC.,2092 MISSION ST ,San Francisco,CA,94110.0,37.76356,-122.419582,14156216971.0
2453,KENNY'S RESTAURANT,518 SOUTH VAN NESS AVE ,San Francisco,CA,94110.0,37.764851,-122.417529,14156218901.0
2454,SAN JALISCO,901 SOUTH VAN NESS AVE ,San Francisco,CA,94110.0,37.758634,-122.416866,14156488383.0
2455,MUDDY WATERS,521 VALENCIA ST ,San Francisco,CA,94110.0,37.764484,-122.421815,14158638006.0
2469,OKOZE SUSHI,1207 UNION ST ,San Francisco,CA,94109.0,37.799143,-122.419317,14155673397.0
2472,STARBUCKS COFFEE,1501 FILLMORE ST ,San Francisco,CA,94115.0,37.783505,-122.432784,14152410256.0
2475,FATTOUSH RESTAURANT,1361 CHURCH ST,San Francisco,CA,94114.0,37.749015,-122.427165,14156410678.0
2483,CAFE UNION,1830 UNION ST ,San Francisco,CA,94123.0,37.797878,-122.429504,14156734119.0
2495,STARBUCK'S COFFEE #525,2222 FILLMORE,San Francisco,CA,94115.0,37.790157,-122.434037,14156733171.0
2497,PLUTO'S,3258 SCOTT ST ,San Francisco,CA,94123.0,37.799796,-122.441041,14157758867.0
2501,POSH BAGEL,266 SUTTER ST ,San Francisco,CA,94108.0,37.789718,-122.404974,14159510133.0
2505,AMERICANA GRILL & FOUNTAIN,3532 BALBOA ST ,San Francisco,CA,94121.0,37.775806,-122.496608,14153872893.0
2507,ALEGRIAS,2018 LOMBARD ST ,San Francisco,CA,94123.0,37.800048,-122.434714,14159298888.0
2517,NOAH'S NEW YORK BAGELS #2127,2213 FILLMORE ST ,San Francisco,CA,94115.0,37.790124,-122.434104,14154415396.0
2519,PACIFIC PLAZA CAFE,1340 FRANKLIN ST ,San Francisco,CA,94109.0,37.786864,-122.423218,14159288999.0
2521,LOVEJOY'S TEAROOM & ANTIQUES,1351 CHURCH ST,San Francisco,CA,94114.0,37.749154,-122.427176,14156485895.0
2523,VENICE PIZZA AND RESTAURANT,5228 MISSION ST ,San Francisco,CA,94112.0,37.715315,-122.442007,14153335500.0
2535,PEET'S COFFEE & TEA,2197 FILLMORE ST ,San Francisco,CA,94115.0,37.789787,-122.434067,14155639930.0
2538,KATES KITCHEN,471 HAIGHT ST ,San Francisco,CA,94102.0,37.772163,-122.429927,14156263984.0
2542,PETER D'S RESTAURANT,2201 VAN NESS ST ,San Francisco,CA,94109.0,37.795993,-122.423585,14157718505.0
2544,EMPEROR PALACE RESTAURANT,0530 BALBOA ST,San Francisco,CA,94118.0,37.777253,-122.464359,14157500170.0
2548,NOAH'S NEW YORK BAGELS #2120,3519 CALIFORNIA ST ,San Francisco,CA,94118.0,37.786564,-122.451887,14153873874.0
2549,THAI CAFE,3407 GEARY BLVD ,San Francisco,CA,94118.0,37.781304,-122.455582,14153864200.0
2553,ITS TOPS COFFEE SHOP,1801 MARKET ST ,San Francisco,CA,94103.0,37.771497,-122.423802,14154316395.0
2555,EXTREME PIZZA,1980 UNION ST ,San Francisco,CA,94123.0,37.797578,-122.431883,14159298234.0
2559,HAI'S RESTAURANT,227 HYDE ST,San Francisco,CA,94102.0,37.782953,-122.415804,14153458728.0
2561,ANANDA FUARA,1298 MARKET ST ,San Francisco,CA,94102.0,37.777824,-122.415969,
2578,STARBUCKS COFFEE,1255 BATTERY ST ,San Francisco,CA,94111.0,37.802545,-122.401864,14152410256.0
2579,SB40/CARMENS RESTAURANT, PIER 40 THE EMBARCADERO  ,San Francisco,CA,94107.0,37.78162,-122.387677,14154955140.0
2580,CAFE MARS,798 BRANNAN ST ,San Francisco,CA,94103.0,37.773174,-122.40311,14157200739.0
2588,THE CLIFT HOTEL (CAFETERIA),495 GEARY ST LOWER LEVEL,San Francisco,CA,94102.0,37.786974,-122.411136,14157754700.0
2589,DOJIMA-ANN,219 O'FARRELL ST ,San Francisco,CA,94102.0,37.786363,-122.408357,14159560838.0
2592,STARBUCKS COFFEE,201 POWELL ST ,San Francisco,CA,94102.0,37.786804,-122.408135,14152410256.0
2593,BELLA TRATTORIA,3854 GEARY BLVD ,San Francisco,CA,94118.0,37.781268,-122.460842,14152210305.0
2596,LA VIE VIETNAMESE REST,5830 GEARY BLVD ,San Francisco,CA,94121.0,37.780298,-122.482022,14156688080.0
2597,STARBUCKS COFFEE,2018 MARKET ST ,San Francisco,CA,94114.0,37.768743,-122.427549,14152410256.0
2599,HONG KONG RESTAURANT,2728 SAN BRUNO AVE ,San Francisco,CA,94134.0,37.727159,-122.403452,14154681818.0
2601,LAST DROP TAVERN,550 POWELL ST,San Francisco,CA,94108.0,37.789883,-122.408666,14159897131.0
2609,PRIDE OF THE MEDITERRANEAN,1761 FILLMORE ST,San Francisco,CA,94115.0,37.785718,-122.433262,14155671150.0
2610,CAFE LA BOHEME,3318 24TH ST ,San Francisco,CA,94110.0,37.752284,-122.418928,14152854122.0
2615,THAI CHEF 2,4133 18TH ST ,San Francisco,CA,94114.0,37.760813,-122.435789,14154599042.0
2619,KEZAR BAR & RESTAURANT,900 COLE ST ,San Francisco,CA,94117.0,37.765538,-122.449887,14156817678.0
2620,BAMBINO'S RISTORANTE,945 COLE ST ,San Francisco,CA,94117.0,37.765174,-122.449884,14157311343.0
2622,WING HING RESTAURANT,2550 SAN BRUNO AVE ,San Francisco,CA,94134.0,37.729408,-122.404391,14154685309.0
2627,BURGERMEISTER, CHURCH ST ,San Francisco,CA,94114.0,37.768776,-122.429095,14154372874.0
2632,MARTHA & BROS COFFEE CO,745 CORTLAND AVE ,San Francisco,CA,94110.0,37.738927,-122.414757,14156487779.0
2638,SF BAGEL CO. (KATZ BAGELS),3147 16TH ST ,San Francisco,CA,94103.0,37.764814,-122.423089,14155529050.0
2643,THE CREPEVINE,216 CHURCH ST ,San Francisco,CA,94114.0,37.766903,-122.428954,14154314646.0
2645,RANGE,842 VALENCIA ST,San Francisco,CA,94110.0,37.759417,-122.421376,14152828283.0
2646,THE PHOENIX BAR & RESTAURANT,811 VALENCIA ST ,San Francisco,CA,94110.0,37.759823,-122.421346,
2648,BALOMPIE CAFE,3349 18TH ST ,San Francisco,CA,94110.0,37.761836,-122.418296,14156489199.0
2649,WAN KEE RESTAURANT,2152 MISSION ST ,San Francisco,CA,94110.0,37.762527,-122.419475,14158614138.0
2652,VILLAGE PIZZERIA,1243 VAN NESS AVE ,San Francisco,CA,94109.0,37.787354,-122.421844,
2653,MI LINDO PERU',3226 MISSION ST ,San Francisco,CA,94110.0,37.745069,-122.420277,14156424897.0
2659,HUNAN CHEF,525 CORTLAND AVE ,San Francisco,CA,94110.0,37.739048,-122.416019,14156483636.0
2664,ALICE'S RESTAURANT,1599 SANCHEZ ST,San Francisco,CA,94131.0,37.743602,-122.428803,14152828999.0
2667,ARIAKE,5041 GEARY BLVD ,San Francisco,CA,94118.0,37.780523,-122.47358,14152216210.0
2676,FIREFLY,4288 24TH ST ,San Francisco,CA,94114.0,37.751068,-122.438242,
2684,ERIC'S RESTAURANT,1500 CHURCH ST ,San Francisco,CA,94131.0,37.746759,-122.426995,14152820919.0
2689,THE BLUE PLATE,3218 MISSION ST ,San Francisco,CA,94110.0,37.745158,-122.420217,14152826777.0
2690,LOS PANCHOS,3206 MISSION ST ,San Francisco,CA,94110.0,37.745516,-122.420004,14152851033.0
2692,TYGER'S,2798 DIAMOND ST ,San Francisco,CA,94131.0,37.734579,-122.4339,14152394064.0
2697,HOWARD'S CAFE,1309 09TH AVE ,San Francisco,CA,94122.0,37.758941,-122.48591,14153346478.0
2700,NANJING ROAD,1360 09TH AVE ,San Francisco,CA,94122.0,37.758941,-122.48591,
2702,HERBIVORE-THE EARTHLY GRILL,983 VALENCIA ST ,San Francisco,CA,94110.0,37.757204,-122.421096,14158265657.0
2706,MEZES RESTAURANT,2373 CHESTNUT ST ,San Francisco,CA,94123.0,37.799988,-122.442367,14154097111.0
2709,MELS DRIVE IN,2165 LOMBARD ST ,San Francisco,CA,94123.0,37.799684,-122.437106,14159216461.0
2714,BARNEY'S GOURMET BURGER,3344 STEINER ST ,San Francisco,CA,94123.0,37.800266,-122.437777,14155630307.0
2716,RED A BAKERY,634 CLEMENT ST ,San Francisco,CA,94118.0,37.782888,-122.466101,14155663888.0
2717,GOURMET DIM SUM & CAFE,651 CLEMENT ST ,San Francisco,CA,94118.0,37.782823,-122.466359,14153878988.0
2721,RED JADE RESTAURANT,245 CHURCH ST.,San Francisco,CA,94114.0,37.766814,-122.428846,14156213020.0
2724,HUNAN EMPIRE,2001 UNION ST #107,San Francisco,CA,94123.0,37.797443,-122.432537,14157754735.0
2725,BOBOQUIVARI'S,1450 LOMBARD ST ,San Francisco,CA,94123.0,37.801218,-122.425535,14154418880.0
2731,MISSION STEAK,55 04TH ST ,San Francisco,CA,94103.0,37.784964,-122.404752,14154426138.0
2732,THE CREEK CAFE,0968 VALENCIA ST,San Francisco,CA,94110.0,37.757389,-122.421213,14156410888.0
2733,NEW MANGIA TUTTI RISTORANTE,635 CLAY ST ,San Francisco,CA,94111.0,37.794563,-122.403766,14157882088.0
2737,CAFFE' ROMA,885 BRYANT ST ,San Francisco,CA,94103.0,37.774677,-122.404222,14152967662.0
2739,ROSE'S CAFE,2298 UNION ST ,San Francisco,CA,94123.0,37.796927,-122.436974,14159565596.0
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 TH ST ,San Francisco,CA,94103.0,37.765708,-122.409002,14158612802.0
2749,TAQUERIA CANCUN,3211 MISSION ST ,San Francisco,CA,94110.0,37.745433,-122.419945,14155501414.0
2750,HAMANO SUSHI,1332 CASTRO ST,San Francisco,CA,94114.0,37.750778,-122.434065,14158260825.0
2755,SOCIALE,3665 SACRAMENTO ST ,San Francisco,CA,94118.0,37.787364,-122.45299,14159230309.0
2756,STARBUCKS COFFEE,3595 CALIFORNIA ST ,San Francisco,CA,94118.0,37.786404,-122.453207,14153872249.0
2758,OSTERIA,3277 SACRAMENTO ST ,San Francisco,CA,94115.0,37.788183,-122.446757,14157715030.0
2759,CASA MEXICANA,180 CHURCH  ,San Francisco,CA,94114.0,37.768127,-122.429024,14158072771.0
2764,AL-HAMRA,3083 16TH ST ,San Francisco,CA,94103.0,37.764913,-122.421349,14156213935.0
2766,TAQUERIA GUADALAJARA,4798 MISSION  ,San Francisco,CA,94112.0,37.721191,-122.43755,14155522785.0
2767,HUI LAU SHAN SF,5217 GEARY BLVD ,San Francisco,CA,94118.0,37.780433,-122.475419,14158128922.0
2768,STARBUCKS COFFEE,442 GEARY ST ,San Francisco,CA,94102.0,37.787131,-122.410585,14159229086.0
2773,TOGO'S EATERY,2300 16TH ST ,San Francisco,CA,94103.0,37.765708,-122.409002,14155588646.0
2777,STARBUCKS COFFEE,052 CALIFORNIA ST,San Francisco,CA,94111.0,37.793632,-122.397023,14153988630.0
2778,LEE'S DELI,303 02ND ST ,San Francisco,CA,94107.0,37.784954,-122.395922,14152847303.0
2780,PEET'S COFFEE,217 MONTGOMERY ST ,San Francisco,CA,94104.0,37.791113,-122.402396,14156537876.0
2785,G & L RESTAURANT,198 LELAND AVE ,San Francisco,CA,94134.0,37.712517,-122.407152,14152396283.0
2788,SUSHI HUNTER,1701 POWELL ST ,San Francisco,CA,94133.0,37.800424,-122.410894,
2797,MELS DRIVE-IN,1050 VAN NESS AVE ,San Francisco,CA,94109.0,37.785358,-122.421357,14152926357.0
2798,MONGKOK DIM SUM & RESTAURANT,2438 NORIEGA  ST,San Francisco,CA,94122.0,37.753678,-122.489972,14156817328.0
2799,STARBUCKS COFFEE,780 MARKET ST ,San Francisco,CA,94102.0,37.786124,-122.40542,14152410256.0
2805,STARBUCKS COFFEE,390 STOCKTON ST,San Francisco,CA,94108.0,37.789267,-122.406877,14152410256.0
2807,GRANDEHO'S KAMEKYO II,2721 HYDE ST ,San Francisco,CA,94109.0,37.806153,-122.420474,
2808,NEW EMMY'S RESTAURANT,1923 OCEAN AVE ,San Francisco,CA,94127.0,37.725404,-122.462776,14157228615.0
2809,THE RESIDENCE,718 14TH ST ,San Francisco,CA,94114.0,37.767718,-122.429422,
2810,STARBUCKS COFFEE,222 MASON ST ,San Francisco,CA,94102.0,37.785648,-122.409497,14152410254.0
2818,STARBUCKS COFFEE,36 02ND ST ,San Francisco,CA,94105.0,37.788727,-122.400798,14152410256.0
2821,FORBES ISLAND CORPORATION,PIER 39 WEST MARINA,San Francisco,CA,94133.0,37.799785,-122.415305,14159514900.0
2823,GRAND HYATT - BISTRO-EMPLOYEE CAFETERIA,345 STOCKTON ST FLR 2B,San Francisco,CA,94108.0,37.788944,-122.406884,14153981234.0
2826,PENA PACHAMAMA,1630 POWELL ST ,San Francisco,CA,94133.0,37.799718,-122.410677,14156460018.0
2829,EAGLE PIZZA,1712 TARAVAL ST ,San Francisco,CA,94116.0,37.742688,-122.484541,14155663113.0
2833,LEFTY O`DOUL`S,333 GEARY ST ,San Francisco,CA,94102.0,37.787273,-122.408717,14159828900.0
2836,HARD ROCK CAFE,PIER 39  BUILDING Q1,San Francisco,CA,94133.0,37.80824,-122.410189,
2837,KITARO JAPANESE RESTAURANT,5723 GEARY BLVD ,San Francisco,CA,94121.0,37.780193,-122.48088,14153862777.0
2840,THE OLYMPIC CLUB AT LAKESIDE,599 SKYLINE BLVD ,San Francisco,CA,94132.0,37.708887,-122.497934,14154044300.0
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE BLVD ,San Francisco,CA,94132.0,37.708887,-122.497934,14154044321.0
2842,SEASONS RESTAURANT,757 MARKET ST 5/FL,San Francisco,CA,94103.0,37.786476,-122.404852,14156333000.0
2843,SAN RAKU RESTAURANT,704 SUTTER ST ,San Francisco,CA,94109.0,37.788798,-122.412164,14157710803.0
2849,KELLS,530 JACKSON ST ,San Francisco,CA,94133.0,37.796378,-122.404024,14159551916.0
2854,SANRAKU,101 04TH ST 1/F,San Francisco,CA,94103.0,37.784548,-122.40419,14157710892.0
2858,KOKKARI,200 JACKSON ST ,San Francisco,CA,94111.0,37.796918,-122.399864,14159810983.0
2861,AT&T - MAIN KITCHEN/SUITE LEVEL [145084],24 WILLIE MAYS PLAZA 4.10.03  ,San Francisco,CA,94107.0,37.778382,-122.391151,14159721500.0
2862,JASPER'S CORNER TAP & KITCHEN,401 TAYLOR ST ,San Francisco,CA,94102.0,37.786042,-122.411392,14157757979.0
2863,HAYSTACK PIZZA RESTAURANT,3881 24TH ST ,San Francisco,CA,94114.0,37.751573,-122.429189,14156471929.0
2866,ELIZA'S RESTAURANT,2877 CALIFORNIA ST ,San Francisco,CA,94115.0,37.787884,-122.441657,14156489999.0
2869,HOLIDAY INN EXPRESSHOTEL - PANTRY KITCHEN,550 NORTH POINT ST ,San Francisco,CA,94133.0,37.806288,-122.416244,14154094600.0
2870,FOUNTAIN CAFE,"50 POST ST, SUITE B62",San Francisco,CA,94104.0,37.789064,-122.402861,14156012605.0
2871,STARBUCK'S COFFEE #6605,2727 MARIPOSA ST ,San Francisco,CA,94110.0,37.762963,-122.410709,14155522649.0
2880,ALPHA MARKET,960 COLE ST ,San Francisco,CA,94117.0,37.765007,-122.449777,14155648910.0
2883,CAFE DELUCCHI,500 COLUMBUS AVE ,San Francisco,CA,94133.0,37.799775,-122.409334,14153934515.0
2884,STARBUCKS COFFEE,44 MONTGOMERY ST ,San Francisco,CA,94104.0,37.789705,-122.402056,14152410256.0
2885,MOMO'S,760 02ND ST ,San Francisco,CA,94107.0,37.780047,-122.389859,14152278660.0
2893,FOREIGN CINEMA,2534 MISSION ST ,San Francisco,CA,94110.0,37.756417,-122.418884,14154187600.0
2896,TLALOC TAQUERIA,525 COMMERCIAL ST ,San Francisco,CA,94111.0,37.794307,-122.401788,14159817801.0
2898,THE CHEESECAKE FACTORY,"251 GEARY ST, 8TH FLOOR",San Francisco,CA,94102.0,37.787423,-122.407417,14153914444.0
2899,PUBLIC HOUSE/MIJITA,24 WILLIE MAYS PLAZA  ,San Francisco,CA,94107.0,37.778382,-122.391151,14157988090.0
2902,MYCONOS RESTAURANT,1431 POLK ST ,San Francisco,CA,94109.0,37.789964,-122.420595,14157757949.0
2905,BUCKSHOT BAR,3848 GEARY BLVD ,San Francisco,CA,94118.0,37.781268,-122.460842,14153178339.0
2907,MARKET CAFE,2130 FULTON ST ,San Francisco,CA,94117.0,37.775117,-122.452065,14154225849.0
2917,OMNI S.F. HOTEL - MAIN KITCHEN,"500 CALIFORNIA ST, 1ST FLOOR",San Francisco,CA,94104.0,37.792888,-122.403135,14156779494.0
2919,OMNI S.F. HOTEL - RESTAURANT & BAR,"500 CALIFORNIA ST, 1ST FLOOR",San Francisco,CA,94104.0,37.792888,-122.403135,14156779494.0
2920,ACADEMY OF ARTS UNIV- I HOUSE CAFE,860 SUTTER ST ,San Francisco,CA,94109.0,37.788498,-122.414514,14159314719.0
2922,THE WHITE HORSE,637 SUTTER ST ,San Francisco,CA,94102.0,37.788882,-122.410833,14156739900.0
2924,LEATHERNECK STEAKHOUSE - MARINES' MEMORIAL ASSN,"609 SUTTER ST,  12TH FLOOR",San Francisco,CA,94102.0,37.788954,-122.410467,14156736672.0
2925,MARINES MEMORIAL CLUB - BANQUET,609 SUTTER ST 10TH FLOOR,San Francisco,CA,94102.0,37.788954,-122.410467,14156736672.0
2926,LUQUES RESTAURANT & BAR,433 POWELL ST ,San Francisco,CA,94102.0,37.788673,-122.408524,14153622004.0
2927,THE THAI STICK,698 POST ST ,San Francisco,CA,94109.0,37.787747,-122.41333,14159287730.0
2928,ELKS CLUB,"450 POST ST, 3RD FLOOR",San Francisco,CA,94102.0,37.788188,-122.409284,14154211404.0
2929,ACADEMY OF ARTS UNIVERSITY,1055 PINE ST ,San Francisco,CA,94109.0,37.790523,-122.413158,14159314719.0
2932,IL FORNAIO GASTRONOMIA ITALIANA,1265 BATTERY ST ,San Francisco,CA,94111.0,37.802914,-122.401935,14159860100.0
2933,CASTAGNOLA'S RESTAURANT,286 JEFFERSON ST ,San Francisco,CA,94133.0,37.808098,-122.417194,14157765015.0
2934,LOU'S FISH SHACK,300 JEFFERSON ST ,San Francisco,CA,94133.0,,,14157715687.0
2941,HARRINGTON'S BAR & GRILL,245 FRONT ST ,San Francisco,CA,94111.0,37.793914,-122.398984,14153927595.0
2942,WHOLE FOODS MARKET,1765 CALIFORNIA ST ,San Francisco,CA,94109.0,37.790193,-122.423437,14156740500.0
2943,TARANTINO'S,206 JEFFERSON ST ,San Francisco,CA,94133.0,37.808138,-122.416654,14157755600.0
2944,FISHERMAN'S GROTTO,2847 TAYLOR ST ,San Francisco,CA,94133.0,37.808417,-122.415888,14156737025.0
2945,NEW SUN HONG KONG RESTAURANT,606 BROADWAY ST ,San Francisco,CA,94133.0,37.797868,-122.407194,14159563338.0
2949,SAFEWAY STORE #4601,145 JACKSON ST ,San Francisco,CA,94111.0,37.796984,-122.398887,14159823112.0
2950,CATHAY HOUSE,718 CALIFORNIA ST ,San Francisco,CA,94108.0,37.792457,-122.406164,
2951,HOUSE OF CHEN,335 NOE ST ,San Francisco,CA,94114.0,37.763525,-122.433017,14158616868.0
2952,RAINFOREST CAFE,145 JEFFERSON ST ,San Francisco,CA,94133.0,37.808323,-122.414668,14154405610.0
2955,CAFFE DELLE STELLE,395 HAYES ST ,San Francisco,CA,94102.0,37.776863,-122.422679,14152521110.0
2957,GOLDEN STATE ADULT DAY HEALTH CARE,738 LA PLAYA ST,San Francisco,CA,94121.0,37.77439,-122.510053,14153872750.0
2967,CHAYA BRASSERIE SAN FRANCISCO,132 EMBARCADERO  ,San Francisco,CA,94105.0,37.788613,-122.393894,14157778688.0
2969,TONG PALACE,933 CLEMENT ST ,San Francisco,CA,94121.0,37.782673,-122.469239,14156683938.0
2970,GOOD EARTH CAFE,835 KEARNY ST ,San Francisco,CA,94108.0,37.795844,-122.405094,14153621268.0
2971,ST MARY'S HOSPITAL CAFETERIA,450 STANYAN ST L-B,San Francisco,CA,94117.0,37.773657,-122.454417,14157505666.0
2972,PORTICO,98 01ST ST ,San Francisco,CA,94103.0,37.774722,-122.406761,14157779920.0
2973,KOH SAMUI & THE MONKEY,415 BRANNAN ST ,San Francisco,CA,94107.0,37.779777,-122.394673,14155779885.0
2974,LEAPING LEMUR CAFE,1 ZOO RD ,San Francisco,CA,94132.0,37.73017,-122.502535,14157537182.0
2978,JAY N BEE CLUB,2736 20TH ST ,San Francisco,CA,94110.0,37.759348,-122.408257,14158244190.0
2980,PUERTO ALEGRE,546 VALENCIA ST ,San Francisco,CA,94110.0,37.764148,-122.421855,14152558201.0
2984,PLAYA AZUL SEAFOOD REST. & BAR,3318 MISSION ST ,San Francisco,CA,94110.0,37.743598,-122.421258,14152824554.0
2987,THE PENTHOUSE CLUB & STEAKHOUSE,412 BROADWAY ST ,San Francisco,CA,94133.0,37.798217,-122.404214,14153912800.0
2995,CAFE ROCCO,1131 FOLSOM ST ,San Francisco,CA,94103.0,37.776127,-122.408602,14152580140.0
2996,PALOMINO EURO-BISTRO,345 SPEAR ST ,San Francisco,CA,94105.0,37.789394,-122.390073,14155127400.0
3006,CAFE VENUE,70 LEIDERSDORFF ST ,San Francisco,CA,94104.0,37.791275,-122.40201,14155761144.0
3014,FAR EAST CAFE,631 GRANT AVE ,San Francisco,CA,94108.0,37.793033,-122.406044,14159823245.0
3016,"R & G EXECUTIVE LOUNGE, INC",631 KEARNY ST ,San Francisco,CA,94108.0,37.794154,-122.404765,14159827877.0
3019,TAD'S,120 POWELL ST,San Francisco,CA,94102.0,37.785928,-122.407887,14159821718.0
3021,JOE'S CRAB SHACK,245 JEFFERSON ST ,San Francisco,CA,94133.0,37.808078,-122.416513,14156732266.0
